news_id,category,subcategory,content
N41160,sports,icehockey_nhl,"Defensive woes exposed in Wild's loss to Penguins. Amid a franchise-worst start for the Wild, a significant portion of the blame has been placed on a familiar problem: its lack of scoring prowess. In its first three losses, the team was averaging just two goals a game   a tepid push that helps explain why it has yet to corral a win. But after its latest slip, another trouble spot came into focus and it's one that's been lingering all along. ..."
N11832,travel,travelarticle,"Marine Corps Marathon: Here's Everything You Need To Know. From race times to road closures to weather, here's everything you need to know about Sunday's Marine Corps Marathon."
N24735,foodanddrink,tipsandtricks,The 7 Fall Produce Items You Have To Try This Season. It's time to look past pumpkin and apple as your only options for fall produce this year. Check out this list of my favorites!
N22480,foodanddrink,newstrends,Reality TV Burger Chain Wahlburgers Will Make Its Texas Debut Next Week. It's set to arrive at the Star in Frisco on Monday
N17091,movies,movies-celebrity,"And the bride wore sparkles! First look at Jennifer Lawrence and Cooke Maroney as a married couple as they leave their haunted Rhode Island castle wedding venue after partying with A-list guests including Sienna Miller and Kris Jenner until 5.30am. The happy couple left from the rear entrance to Belcourt Mansion in Newport, Rhode Island after 12 hours of festivities at the historic home."
N4439,video,animals,"Pup told not to jump in pool, jumps in immediately. Check out what this dog does right after she's told NOT to jump in the pool. Hilarious!"
N53330,movies,movievideo,Trailer - After the Wedding. Trailer 1
N5710,weather,weathertopstories,Icy roads and treacherous morning commute for Midwest. 6 states this morning are under a Winter Weather Advisory for slick roads due to snow and freezing temperatures.
N17377,news,newspolitics,U.S. diplomat who questioned 'crazy' Ukraine policy to testify in Trump probe. U.S. diplomat who questioned 'crazy' Ukraine policy to testify in Trump probe
N18697,music,musicnews,"15 of the best female country music stars of all time. Dolly Parton, Reba McEntire, Shania Twain, and Carrie Underwood are among the best female country music stars."
N9025,news,newsus,"Report: Pennsylvania Gov. Tom Wolf, New Jersey Gov. Phil Murphy Among Top 10 Highest Paid Governors In US. 24/7 Wall Street ranked the salaries of all 50 governors and found Pennsylvania Gov. Tom Wolf is the third highest paid and New Jersey Gov. Phil Murphy is the 10th."
N63496,tv,tvnews,"Biggest Late-Night Guests Now Bring a News Angle, Not a Movie Clip. The formula for success on the big late-night network television shows used to be simple. Keep it light, keep it moving and book a major star, preferably one in the news."
N64893,music,musicvideos,"Taylor Swift Performs on ""SNL"" & Brings Joe Alwyn to After-Party. The singer opts for a stripped-down, romantic performance of ""Lover,"" believed to be about her boyfriend Joe. See the couple make a rare appearance at the after-party!"
N13420,sports,football_nfl,Watch: Travis Etienne sets school record on gorgeous 86-yard TD run. Clemson Tigers running back Travis Etienne's stunning speed has been on display ever since he stepped on campus. It's only fitting that the junior used it to set a record on a blazing 86-yard touchdown run.
N42288,news,newscrime,"Jane Buckingham, parenting book author, gets three weeks in prison in admissions scandal. LOS ANGELES - Jane Buckingham, a Beverly Hills marketing executive who wrote a book on parenting before she was arrested and charged with conspiring to rig her son's ACT exam, was sentenced Wednesday to three weeks in prison. U.S. District Judge Indira Talwani also imposed a $40,000 fine. After she serves her time in prison, Buckingham will be on supervised release for a year. Buckingham ..."
N6345,sports,baseball_mlb,"James Paxton keeps the Yankees' season alive. James Paxton was not the Yankees' first choice. Last winter, they missed out on another left-handed starter and pivoted to acquire Paxton in a trade. He has shown flashes of the pitcher they hoped he would become, but for many Yankees fans, Paxton was something of a consolation prize. That was forgotten on Friday night. Paxton walked off the mound after six innings pumping his fists and yelling as the crowd at Yankee Stadium stood and roared...."
N63001,news,newsus,"FPL wants to run Turkey Point's nuclear reactors for 80 years. Regulators grant a key OK. The Turkey Point nuclear power plant has moved a key step closer to receiving a 20-year extension to remain in operation through 2050, after the Nuclear Regulatory Commission released a favorable environmental impact statement Monday. In 2018, Florida Power & Light became the first power company in the U.S. to apply for a second 20-year extension for two reactors. If granted, the ..."
N841,tv,tv-celebrity,"Paris Hilton Attends Funeral Service for Grandfather While Her Brother Barron Gives Heartfelt Eulogy. Paris Hilton Attends Funeral for Grandfather, Brother Barron Gives Eulogy"
N23534,sports,more_sports,"The Day in Sports: Monday, October 21, 2019. The Day in Sports: Monday, October 21, 2019"
N14626,health,health-news,"This is the most common nutrient deficiency in America. According to the Centers for Disease Control and Prevention's Second National Nutrition Report, some aren't succeeding   many Americans' diets are lacking in a few key nutrients. Their findings revealed that one deficiency popped up more than others."
N7208,news,newsworld,Today in History: October 14. 
N23343,sports,golf,"Crash with injuries shuts down parts of I-75 near Sarasota. A portion of I-75 was completely blocked Wednesday afternoon because of a serious crash in Sarasota County. Sarasota deputies said all the southbound lanes of I-75 were closed at Laurel Road in Venice. Exit 195 at Laurel Road, however, stayed open and cars were diverted off the interstate. Deputies said the crash involved two cars and had a trauma alert. Anyone planning to travel through the area is urged by deputies to find an alternate route...."
N15779,sports,football_ncaa,"Fields leads No. 4 Ohio State past Northwestern 52-3. EVANSTON, Ill. (AP)   Justin Fields threw for four touchdowns, J.K. Dobbins rushed for 121 yards and No. 4 Ohio State pounded Northwestern 52-3 on Friday night. The Buckeyes (7-0, 4-0 Big Ten) did exactly as expected and blew the game open early, jumping to a 31-3 halftime lead. Fields completed 18 of 23 passes for 194 yards. The sophomore transfer from Georgia matched his career high for TDs through the air. He now has 22 passing and 30 overall..."
N42575,video,news,"Former Bush aide: Trump is mentally 'not well'. Peter Wehner, a lifelong Republican who worked in the Bush and Reagan administrations, is trying to sound the alarm about Trump's well-being. He says Trump supporters are almost in a ""hermetically sealed"" world. ""They feel like the enemies of Trump are their enemies... Now it's not just a defense of Trump, it's a defense of their defense of Trump. To indict him would be to indict themselves."""
N63083,sports,baseball_mlb,"MLB rumors: Didi Gregorius' 1-word response to if he wants to stay with Yankees. HOUSTON -- Shortstop Didi Gregorius was asked how it felt that these Yankees -- a team that had grown close en route to 103 wins and a long playoff run -- might not all be back together next season. ""I don't even know where I'm going to be at,"" Gregorius said after a 6-4 loss to the Astros in Game 6 that ended the American League Championship Series at Minute Maid Park on Saturday night. ""So, ..."
N1213,video,viral,Watch rescue of hikers and dogs from Alaska mountain. The U.S. Coast Guard rescued a pair of hikers and their dogs from Cupola Mountain in Alaska after one hiker suffered an ankle injury.
N61171,travel,traveltips,When to Book Flights for Thanksgiving and Christmas. Everyone has an opinion so we cross-referenced them all to find the absolute best time to book Thanksgiving and Christmas flights.
N11910,lifestyle,lifestylefamily,"'My best friend:' Anonymous viewers offer $1,000 reward for 11-year-old's stolen support animal. MILWAUKEE -- As a Milwaukee family unpacked items in their new home on Wednesday, Oct. 16, they noticed a crucial piece of their family was missing. Their dog, Rocko, was stolen along with several other items from their home near 95th Street and Thurston Avenue. Soon after that story aired, an anonymous FOX6 viewer offered to help, contributing a $500 reward for the return of 7-year-old Rocko. ..."
